"smell_type","component","responsible_classes","repository_link","name"
"Feature Concentration","cn.edu.bupt.actor.actors.session","NA","https://github.com/00pf00/rpc-deviceaccess","rpc-deviceaccess"
"Feature Concentration","Day_3.Services","Day_3.Services.IProduct, Day_3.Services.ProductRepository, Day_3.Services.IStaff, Day_3.Services.StaffRepository, Day_3.Services.StaticService","https://github.com/0336328069/ProjectCodeFirstCRUD","ProjectCodeFirstCRUD"
"Feature Concentration","lib_utils","NA","https://github.com/0212kr/JavaWork","JavaWork"
"Feature Concentration","www.day3.generic5","NA","https://github.com/0212kr/JavaWork","JavaWork"
"Feature Concentration","reflect.annotations","NA","https://github.com/0212kr/JavaWork","JavaWork"
"Feature Concentration","entities","NA","https://github.com/0776375064/doan4","doan4"
"Feature Concentration","(default package)","NA","https://github.com/0212kr/JavaWork","JavaWork"
"Feature Concentration","Project0.StoreApplication.Domain.Models","Project0.StoreApplication.Domain.Models.ClothingStore, Project0.StoreApplication.Domain.Models.GroceryStore, Project0.StoreApplication.Domain.Models.JeweleryStore","https://github.com/08162021-dotnet-uta/AkilTomlinsonRepo1","AkilTomlinsonRepo1"
"Feature Concentration","com.repository","NA","https://github.com/00rj00/OnlineFurnitureStore","OnlineFurnitureStore"
"Feature Concentration","day19","NA","https://github.com/04sohyun/self1","self1"
"Feature Concentration","day16","NA","https://github.com/04sohyun/self1","self1"
"Feature Concentration","com.jica.thread.wait","NA","https://github.com/0212kr/JavaWork","JavaWork"
"Feature Concentration","net.sf.jxls.tag","NA","https://github.com/0532/JXLS","JXLS"
"Feature Concentration","com.revature.exceptions","NA","https://github.com/071921-LTI/Nick_Urban","Nick_Urban"
"Feature Concentration","com.revature.models","NA","https://github.com/071921-LTI/CWT-Back","CWT-Back"
"Feature Concentration","www.day3.generic2","NA","https://github.com/0212kr/JavaWork","JavaWork"
"Feature Concentration","cn.judgchen.cisp.controller","NA","https://github.com/001glory/CISP","CISP"
"Feature Concentration","swing","NA","https://github.com/0000chris11/Java_Examples","Java_Examples"
"Feature Concentration","com.revature.daos","NA","https://github.com/071921-LTI/Christian-Osada","Christian-Osada"
"Feature Concentration","com.saiful.mbamaster.memorise","NA","https://github.com/007shishir/MBA-Master","MBA-Master"
"Feature Concentration","StoreAppApi.Controllers","StoreAppApi.Controllers.OrderProductsController, StoreAppApi.Controllers.OrdersController, StoreAppApi.Controllers.ProductsController, StoreAppApi.Controllers.StoreAppApi_cController, StoreAppApi.Controllers.StoresController, StoreAppApi.Controllers.WeatherForecastController","https://github.com/08162021-dotnet-uta/CoryTinsleyRepo1","CoryTinsleyRepo1"
"Feature Concentration","com.cskaoyan.javase.homework.day08","NA","https://github.com/0212kr/JavaWork","JavaWork"
"Feature Concentration","reflect.annotations","NA","https://github.com/0212kr/JavaWork","JavaWork"
"Feature Concentration","com.jica.virtual","NA","https://github.com/0212kr/JavaWork","JavaWork"
"Feature Concentration","com.shatteredpixel.shatteredpixeldungeon.items.armor.glyphs","NA","https://github.com/00-Evan/shattered-pixel-dungeon-gdx","shattered-pixel-dungeon-gdx"
"Feature Concentration","day14","NA","https://github.com/04sohyun/self1","self1"
"Feature Concentration","com.lec.android.wswe.ui.menu","NA","https://github.com/0212kr/WSWE","WSWE"
"Feature Concentration","wewEat_Kim","NA","https://github.com/0212kr/JavaWork","JavaWork"
"Feature Concentration","StoreApp","StoreApp.Program","https://github.com/042020-dotnet-uta/michaelHall-repo0","michaelHall-repo0"
"Feature Concentration","com.adasplus.homepager.set.adapter","NA","https://github.com/04551lh/dvr","dvr"
"Feature Concentration","CharSheet.Domain","CharSheet.Domain.Login, CharSheet.Domain.User","https://github.com/042020-dotnet-uta/team4-repo2","team4-repo2"
"Feature Concentration","com.revature.controllers","NA","https://github.com/071921-LTI/CWT-Back","CWT-Back"
"Feature Concentration","cn.forp.netty_zkp_common","NA","https://github.com/00pf00/rpc","rpc"
"Feature Concentration","com.banyuan.first","NA","https://github.com/0501a/understandjava","understandjava"
"Feature Concentration","com.rpc.common.tcp.service","NA","https://github.com/00pf00/rpc","rpc"
"Feature Concentration","com.example.androidmaster.micro_tech_tutorial_frag","NA","https://github.com/007shishir/Android-Master","Android-Master"
"Feature Concentration","Project1.Models","Project1.Models.OrdersByLocationModel, Project1.Models.RegistrationModel, Project1.Models.SearchUserByNameModel, Project1.Models.StoreItemModel, Project1.Models.UserOrderItemStoredList","https://github.com/042020-dotnet-uta/kenEndo-repo1","kenEndo-repo1"
"Feature Concentration","www.day1","NA","https://github.com/0212kr/JavaWork","JavaWork"
"Feature Concentration","StoreApp.AdminModel","StoreApp.AdminModel.StoreOrderDetailItem, StoreApp.AdminModel.StoreOrderDetail, StoreApp.AdminModel.StoreOrderSummaryItem, StoreApp.AdminModel.StoreOrderSummary, StoreApp.AdminModel.StoreList","https://github.com/042020-dotnet-uta/jaysonLennon-repo1","jaysonLennon-repo1"
"Feature Concentration","com.cskaoyan.javase.homework.day11","NA","https://github.com/0212kr/JavaWork","JavaWork"
"Feature Concentration","enumerate","NA","https://github.com/0212kr/JavaWork","JavaWork"
"Feature Concentration","com.jica.chap02","NA","https://github.com/0212kr/JavaWork","JavaWork"
"Feature Concentration","com.xxl.rpc.util","NA","https://github.com/00pf00/rpc","rpc"
"Feature Concentration","com.check.viewdraghelper.pathanim","NA","https://github.com/06110902002/Android_UIKit","Android_UIKit"
"Feature Concentration","www.day1","NA","https://github.com/0212kr/JavaWork","JavaWork"
"Feature Concentration","DeliveryApp.Web.ApiController","DeliveryApp.Web.ApiController.CategoriesController, DeliveryApp.Web.ApiController.ItemCategoriesController, DeliveryApp.Web.ApiController.ItemsController, DeliveryApp.Web.ApiController.OrderAssignmentReasonsController, DeliveryApp.Web.ApiController.OrderAssignmentsController, DeliveryApp.Web.ApiController.OrdersController, DeliveryApp.Web.ApiController.RestaurantsController, DeliveryApp.Web.ApiController.UsersController, DeliveryApp.Web.ApiController.UserTypesController","https://github.com/042020-dotnet-uta/Team2-repo2","Team2-repo2"
"Feature Concentration","com.manish.interview.test","NA","https://github.com/0212kr/JavaWork","JavaWork"
"Feature Concentration","MapperClasses","MapperClasses.CommentMapUpdate, MapperClasses.CommentMapWithMovie, MapperClasses.CommentMapWithUser, MapperClasses.IMDBMapAdmin, MapperClasses.RatingMapBasic, MapperClasses.RatingMapUpdate, MapperClasses.RatingMapWithMovie, MapperClasses.RatingMapWithUser","https://github.com/06012021-dotnet-uta/P2_MovieTheaterGroup","P2_MovieTheaterGroup"
"Feature Concentration","lesson5.task5.exceptions","NA","https://github.com/016image/autotestlearnmav","autotestlearnmav"
"Feature Concentration","com.jica.awt","NA","https://github.com/0212kr/JavaWork","JavaWork"
"Feature Concentration","net.sf.jxls.sample.dynamicColumns","NA","https://github.com/0532/JXLS","JXLS"
"Feature Concentration","RevatureP1.Web.Models","RevatureP1.Web.Models.CustomersViewModel, RevatureP1.Web.Models.ErrorViewModel, RevatureP1.Web.Models.OrderViewModel","https://github.com/042020-dotnet-uta/johnHeckenliable-repo1","johnHeckenliable-repo1"
"Feature Concentration","com.lti.models","NA","https://github.com/071921-LTI/David-Veller","David-Veller"
"Feature Concentration","day9","NA","https://github.com/04sohyun/self1","self1"
"Feature Concentration","cn.edu.bupt.service","NA","https://github.com/00pf00/rpc-deviceaccess","rpc-deviceaccess"
"Feature Concentration","com.manish.interview.threadsizecalculator","NA","https://github.com/0212kr/JavaWork","JavaWork"
"Feature Concentration","P2API.Controllers","P2API.Controllers.MovieController, P2API.Controllers.RatingController, P2API.Controllers.RoleController, P2API.Controllers.ScheduleController, P2API.Controllers.TheaterController, P2API.Controllers.TheaterMovieController, P2API.Controllers.UserController, P2API.Controllers.WeatherForecastController","https://github.com/06012021-dotnet-uta/P2_MovieTheaterGroup","P2_MovieTheaterGroup"
"Feature Concentration","com.github.houbb.rpc.common.support.inteceptor.impl","NA","https://github.com/00pf00/rpc","rpc"
"Feature Concentration","com.cofii.ts.sql.querys","NA","https://github.com/0000chris11/java-timestamp-sb","java-timestamp-sb"
"Feature Concentration","com.resist.mus3d","NA","https://github.com/0868307/Project78","Project78"
"Feature Concentration","com.adasplus.dvr_controller.mvp.contract","NA","https://github.com/04551lh/dvr","dvr"
"Feature Concentration","com.lntinfotech.services","NA","https://github.com/071921-LTI/Enrique-Gomez","Enrique-Gomez"
"Feature Concentration","com.lti.services","NA","https://github.com/071921-LTI/Andy-Wang","Andy-Wang"
"Feature Concentration","Busy","Busy.ISignUP, Busy.SignUp, Busy.IStoreSearch, Busy.StoreSearch, Busy.IUserOrders, Busy.UserOrders, Busy.IUserSearch, Busy.UserSearch","https://github.com/06012021-dotnet-uta/AlainDuplanP1","AlainDuplanP1"
"Feature Concentration","com.cofii.ts.store","NA","https://github.com/0000chris11/java-timestamp-sb","java-timestamp-sb"
"Feature Concentration","home_work_3.runners","NA","https://github.com/0212kr/JavaWork","JavaWork"
"Feature Concentration","com.cofii.ts.other","NA","https://github.com/0000chris11/java-timestamp-sb","java-timestamp-sb"
"Feature Concentration","StoreApp.Controllers","StoreApp.Controllers.Cart, StoreApp.Controllers.Checkout, StoreApp.Controllers.Error, StoreApp.Controllers.HomeController, StoreApp.Controllers.ItemDetail, StoreApp.Controllers.Storefront","https://github.com/042020-dotnet-uta/jaysonLennon-repo1","jaysonLennon-repo1"
"Feature Concentration","cn.judgchen.cisp.entity","NA","https://github.com/001glory/CISP","CISP"
"Feature Concentration","com.saiful.mbamaster.mcq","NA","https://github.com/007shishir/MBA-Master","MBA-Master"
"Feature Concentration","com.rpc.common.tcp.codec.hessian","NA","https://github.com/00pf00/rpc","rpc"
"Feature Concentration","com.cskaoyan.javase.homework.day15","NA","https://github.com/0212kr/JavaWork","JavaWork"
"Feature Concentration","home_work_1.presentation","NA","https://github.com/0212kr/JavaWork","JavaWork"
"Feature Concentration","com.adasplus.base.network.model","NA","https://github.com/04551lh/dvr","dvr"
"Feature Concentration","cn.judgchen.cisp.service","NA","https://github.com/001glory/CISP","CISP"
"Feature Concentration","DeliveryApp.Web.ApiController","DeliveryApp.Web.ApiController.CategoriesController, DeliveryApp.Web.ApiController.ItemCategoriesController, DeliveryApp.Web.ApiController.ItemsController, DeliveryApp.Web.ApiController.OrderAssignmentReasonsController, DeliveryApp.Web.ApiController.OrderAssignmentsController, DeliveryApp.Web.ApiController.OrdersController, DeliveryApp.Web.ApiController.RestaurantsController, DeliveryApp.Web.ApiController.UsersController, DeliveryApp.Web.ApiController.UserTypesController","https://github.com/042020-dotnet-uta/Team2-repo2","Team2-repo2"
"Feature Concentration","com.check.viewdraghelper","NA","https://github.com/06110902002/Android_UIKit","Android_UIKit"
"Feature Concentration","basic","NA","https://github.com/0000chris11/Java_Examples","Java_Examples"
"Feature Concentration","com.rpc.common.tcp.domain","NA","https://github.com/00pf00/rpc","rpc"
"Feature Concentration","pacchetti","NA","https://github.com/01brazz/5EI_Group2_PCP","5EI_Group2_PCP"
"Feature Concentration","DB","NA","https://github.com/0226minji/projectminji","projectminji"
"Feature Concentration","com.shatteredpixel.shatteredpixeldungeon.items.armor.curses","NA","https://github.com/00-Evan/shattered-pixel-dungeon-gdx","shattered-pixel-dungeon-gdx"
"Feature Concentration","com.lin.jx3_bot.service.impl","NA","https://github.com/0104lyh/Jx3_Bot","Jx3_Bot"
"Feature Concentration","com.shatteredpixel.shatteredpixeldungeon.effects","NA","https://github.com/00-Evan/shattered-pixel-dungeon-gdx","shattered-pixel-dungeon-gdx"
"Feature Concentration","com.cskaoyan.javase.homework.day06","NA","https://github.com/0212kr/JavaWork","JavaWork"
"Feature Concentration","cn.judgchen.cisp.dao","NA","https://github.com/001glory/CISP","CISP"
"Feature Concentration","com.lntinfotech","NA","https://github.com/071921-LTI/Michael-Wilder","Michael-Wilder"
"Feature Concentration","com.jica.chap07","NA","https://github.com/0212kr/JavaWork","JavaWork"
"Feature Concentration","tianming.day_26.genericity","NA","https://github.com/0212kr/JavaWork","JavaWork"
"Feature Concentration","NoahDesign.Folder_Command","NoahDesign.Folder_Command.CmdAdvanceFaceWall, NoahDesign.Folder_Command.CmdAutoFloorTag, NoahDesign.Folder_Command.CmdPickPoint3dDist, NoahDesign.Folder_Command.CmdPickPoint3d, NoahDesign.Folder_Command.ShowVersionInfo","https://github.com/0326rj/Advanced-BIM-Editor","Advanced-BIM-Editor"
"Feature Concentration","javafxex","NA","https://github.com/0000chris11/Java_Examples","Java_Examples"
"Feature Concentration","com.adasplus.basicinfo.mvp.contract","NA","https://github.com/04551lh/dvr","dvr"
"Feature Concentration","com.adasplus.homepager.set.mvp.model","NA","https://github.com/04551lh/dvr","dvr"
"Feature Concentration","TofuWarrior.BusinessLogic.Repositories","TofuWarrior.BusinessLogic.Repositories.CommentRepository, TofuWarrior.BusinessLogic.Repositories.FollowingRepository, TofuWarrior.BusinessLogic.Repositories.IngredientRepository, TofuWarrior.BusinessLogic.Repositories.MeasurementRepository, TofuWarrior.BusinessLogic.Repositories.RatingRepository, TofuWarrior.BusinessLogic.Repositories.TagRepository, TofuWarrior.BusinessLogic.Repositories.UserRepository","https://github.com/08162021-dotnet-uta/P2_TheTofuWarriors","P2_TheTofuWarriors"
"Feature Concentration","day13","NA","https://github.com/04sohyun/self1","self1"
"Feature Concentration","Sanoj.APKsignerPro","NA","https://github.com/00sanoj00/SL_Zip_Signer_V3","SL_Zip_Signer_V3"
"Feature Concentration","proj1_OnlineStore.Controllers","proj1_OnlineStore.Controllers.CustomersController, proj1_OnlineStore.Controllers.HomeController, proj1_OnlineStore.Controllers.LocationsController, proj1_OnlineStore.Controllers.LoginController, proj1_OnlineStore.Controllers.OrderController","https://github.com/042020-dotnet-uta/johnKear-repo1","johnKear-repo1"
"Feature Concentration","com.jica.polyarg3","NA","https://github.com/0212kr/JavaWork","JavaWork"
"Feature Concentration","com.tuesda.walker.circlerefresh","NA","https://github.com/00sanoj00/Enough_movies_app_Android","Enough_movies_app_Android"
"Feature Concentration","com.service","NA","https://github.com/00rj00/OnlineFurnitureStore","OnlineFurnitureStore"
"Feature Concentration","com.shengxian.common.util","NA","https://github.com/007xiaoyang/shengxian_user","shengxian_user"
"Feature Concentration","com.revature.models","NA","https://github.com/071921-LTI/Christian-Osada","Christian-Osada"
"Feature Concentration","com.y.community.dto","NA","https://github.com/0-yy-0/Y-community","Y-community"
"Feature Concentration","com.jica.awt.profile","NA","https://github.com/0212kr/JavaWork","JavaWork"
"Feature Concentration","com.yarolegovich.discretescrollview.transform","NA","https://github.com/06110902002/RecyclerView_Nav_Menu","RecyclerView_Nav_Menu"
"Feature Concentration","com.jica.chap11","NA","https://github.com/0212kr/JavaWork","JavaWork"
"Feature Concentration","com.seek.hrm","NA","https://github.com/06-SEEK/android-hrm","android-hrm"
"Feature Concentration","com.sbcc.model","NA","https://github.com/05saitejaswi/Cognizant-s-Digital-Nurture-","Cognizant-s-Digital-Nurture-"
"Feature Concentration","utilities","utilities.BreedHandler, utilities.IBreedHandler, utilities.CategoryHandler, utilities.ICategoryHandler, utilities.ColorationHandler, utilities.IColorationHandler, utilities.db_fetch","https://github.com/06012021-dotnet-uta/P2_PetTracker","P2_PetTracker"
"Feature Concentration","com.example.demo.dto","NA","https://github.com/000GEV744/Renting-Project","Renting-Project"
"Feature Concentration","SmokeApp_Storage.Repositories","SmokeApp_Storage.Repositories.DiscussionRepo, SmokeApp_Storage.Repositories.SubscriptionRepo, SmokeApp_Storage.Repositories.UserRepo","https://github.com/08162021-dotnet-uta/P2_Group3","P2_Group3"
"Feature Concentration","cn.edu.bupt.pojo","NA","https://github.com/00pf00/rpc-deviceaccess","rpc-deviceaccess"
"Feature Concentration","com.example.demo","NA","https://github.com/000GEV744/Renting-Project","Renting-Project"
"Feature Concentration","cn.edu.bupt.dao.device","NA","https://github.com/00pf00/rpc-deviceaccess","rpc-deviceaccess"
"Feature Concentration","com.y.community.controller","NA","https://github.com/0-yy-0/Y-community","Y-community"
"Feature Concentration","com.cskaoyan.javase.homework.day14","NA","https://github.com/0212kr/JavaWork","JavaWork"
"Feature Concentration","rajawali.math","NA","https://github.com/0868307/Project78","Project78"
"Feature Concentration","www.day3.generic3","NA","https://github.com/0212kr/JavaWork","JavaWork"
"Feature Concentration","com.jica.thread.waitno","NA","https://github.com/0212kr/JavaWork","JavaWork"
"Feature Concentration","Project0.StoreApplication.Domain.Models","Project0.StoreApplication.Domain.Models.Customer_D, Project0.StoreApplication.Domain.Models.MusicStore, Project0.StoreApplication.Domain.Models.Order_D, Project0.StoreApplication.Domain.Models.PenStore, Project0.StoreApplication.Domain.Models.Product_D","https://github.com/08162021-dotnet-uta/CoryTinsleyRepo1","CoryTinsleyRepo1"
"Feature Concentration","com.bookbros.exceptions","NA","https://github.com/071921-LTI/BookBros-spring-back","BookBros-spring-back"
"Feature Concentration","Project0.StoreApplication.Domain.Models","Project0.StoreApplication.Domain.Models.Customer_D, Project0.StoreApplication.Domain.Models.MusicStore, Project0.StoreApplication.Domain.Models.Order_D, Project0.StoreApplication.Domain.Models.PenStore, Project0.StoreApplication.Domain.Models.Product_D","https://github.com/08162021-dotnet-uta/CoryTinsleyRepo1","CoryTinsleyRepo1"
"Feature Concentration","Client","NA","https://github.com/01brazz/5EI_Group2_PCP","5EI_Group2_PCP"
"Feature Concentration","cn.edu.bupt.utils","NA","https://github.com/00pf00/rpc-deviceaccess","rpc-deviceaccess"
"Feature Concentration","com.jica.thread.awt","NA","https://github.com/0212kr/JavaWork","JavaWork"
"Feature Concentration","day18","NA","https://github.com/04sohyun/self1","self1"
"Feature Concentration","www.day2.ex","NA","https://github.com/0212kr/JavaWork","JavaWork"
"Feature Concentration","StoreApp.Repository","StoreApp.Repository.CreateUserAccountResult, StoreApp.Repository.IUser, StoreApp.Repository.UserRepository, StoreApp.Repository.IUserData, StoreApp.Repository.UserQueryResultWithRevenue, StoreApp.Repository.ILocation, StoreApp.Repository.LocationRepository, StoreApp.Repository.IProduct, StoreApp.Repository.ProductRepository","https://github.com/042020-dotnet-uta/jaysonLennon-repo1","jaysonLennon-repo1"
"Feature Concentration","lib_json","NA","https://github.com/0212kr/JavaWork","JavaWork"
"Feature Concentration","ConsoleShopper.Domain","ConsoleShopper.Domain.DemoDomainForAzurePipeLine","https://github.com/042020-dotnet-uta/sulavAryalPipeLineDemo","sulavAryalPipeLineDemo"
"Feature Concentration","NotFightClub_Logic.Repositiories","NotFightClub_Logic.Repositiories.FighterRepository, NotFightClub_Logic.Repositiories.FightRepository, NotFightClub_Logic.Repositiories.TraitRepository, NotFightClub_Logic.Repositiories.UserRepository, NotFightClub_Logic.Repositiories.WeaponRepository","https://github.com/08162021-dotnet-uta/P2_NotFightClub","P2_NotFightClub"
"Feature Concentration","com.adasplus.homepager.set.mvp.presenter","NA","https://github.com/04551lh/dvr","dvr"
"Feature Concentration","net.sf.jxls.transformer","NA","https://github.com/0532/JXLS","JXLS"
"Feature Concentration","enumerate","NA","https://github.com/0212kr/JavaWork","JavaWork"
"Feature Concentration","org.lineageos.setupwizard.widget","NA","https://github.com/00p513-dev/SetupWizard-Bliss","SetupWizard-Bliss"
"Feature Concentration","BusinessLayer","BusinessLayer.IMovieService, BusinessLayer.MovieService, BusinessLayer.IRatingService, BusinessLayer.RatingService, BusinessLayer.IRoleService, BusinessLayer.RoleService, BusinessLayer.IScheduleService, BusinessLayer.ScheduleService, BusinessLayer.ITheaterMovieService, BusinessLayer.TheaterMovieService, BusinessLayer.ITheaterService, BusinessLayer.TheaterService, BusinessLayer.IUserService, BusinessLayer.UserService","https://github.com/06012021-dotnet-uta/P2_MovieTheaterGroup","P2_MovieTheaterGroup"
"Feature Concentration","proj1_OnlineStore.Data","proj1_OnlineStore.Data.IRepository, proj1_OnlineStore.Data.ICustomerRepository, proj1_OnlineStore.Data.ILocationRepository, proj1_OnlineStore.Data.IOrderRepository, proj1_OnlineStore.Data.IProductRepository","https://github.com/042020-dotnet-uta/johnKear-repo1","johnKear-repo1"
"Feature Concentration","com.cskaoyan.javase.homework.day13","NA","https://github.com/0212kr/JavaWork","JavaWork"
"Feature Concentration","NoahDesign.Cmd5_MetalFraming","NoahDesign.Cmd5_MetalFraming.Property","https://github.com/0326rj/Advanced-BIM-Editor","Advanced-BIM-Editor"
"Feature Concentration","com.one.services","NA","https://github.com/071921-LTI/Christian-Osada","Christian-Osada"
"Feature Concentration","com.sgtesting.POm","NA","https://github.com/03shilpa/July15Automation","July15Automation"
"Feature Concentration","hhd","NA","https://github.com/0776375064/doan4","doan4"
"Feature Concentration","com.lti.daos","NA","https://github.com/071921-LTI/Andy-Wang","Andy-Wang"
"Feature Concentration","com.lti.dao","NA","https://github.com/071921-LTI/Chris-Pantani","Chris-Pantani"
"Feature Concentration","com.jica.chap04","NA","https://github.com/0212kr/JavaWork","JavaWork"
"Feature Concentration","com.shengxian.entity","NA","https://github.com/007xiaoyang/shengxian_user","shengxian_user"
"Feature Concentration","com.lntinfotech.daos","NA","https://github.com/071921-LTI/Michael-Wilder","Michael-Wilder"
"Feature Concentration","ModelsLibary","ModelsLibary.CartModel, ModelsLibary.ProductModel, ModelsLibary.StoreModel, ModelsLibary.OrderHistoryModel","https://github.com/06012021-dotnet-uta/GuillermoDelgadoP0","GuillermoDelgadoP0"
"Feature Concentration","com.sbcc.main","NA","https://github.com/05saitejaswi/Cognizant-s-Digital-Nurture-","Cognizant-s-Digital-Nurture-"
"Feature Concentration","com.lti.models","NA","https://github.com/071921-LTI/Chris-Pantani","Chris-Pantani"
"Feature Concentration","cn.forp.netty_zkp_server","NA","https://github.com/00pf00/rpc","rpc"
"Feature Concentration","Day_3.Models","Day_3.Models.ErrorViewModel","https://github.com/0336328069/ProjectCodeFirstCRUD","ProjectCodeFirstCRUD"
"Feature Concentration","autotestlearn.lesson13.task3","NA","https://github.com/016image/autotestlearnmav","autotestlearnmav"
"Feature Concentration","com.cskaoyan.javase.homework.day14","NA","https://github.com/0212kr/JavaWork","JavaWork"
"Feature Concentration","za.ac.cput.service.impl","NA","https://github.com/010Jay/Adp3Assignment3Group09","Adp3Assignment3Group09"
"Feature Concentration","com.jica.chap03","NA","https://github.com/0212kr/JavaWork","JavaWork"
"Feature Concentration","com.yarolegovich.discretescrollview","NA","https://github.com/06110902002/RecyclerView_Nav_Menu","RecyclerView_Nav_Menu"
"Feature Concentration","com.cskaoyan.javase.homework.day09","NA","https://github.com/0212kr/JavaWork","JavaWork"
"Feature Concentration","com.revature.services","NA","https://github.com/071921-LTI/David-Veller","David-Veller"
"Feature Concentration","lesson9.task3.figures.implementations","NA","https://github.com/016image/autotestlearnmav","autotestlearnmav"
"Feature Concentration","Day_3.Models","Day_3.Models.ErrorViewModel","https://github.com/0336328069/ProjectCodeFirstCRUD","ProjectCodeFirstCRUD"
"Feature Concentration","com.jica.inter","NA","https://github.com/0212kr/JavaWork","JavaWork"
"Feature Concentration","com.jica.modifier","NA","https://github.com/0212kr/JavaWork","JavaWork"
"Feature Concentration","BusinessLayer","BusinessLayer.IOrderDetailLogic, BusinessLayer.OrderDetailLogic, BusinessLayer.IOrderLogic, BusinessLayer.OrderLogic, BusinessLayer.IProduct, BusinessLayer.ProductLogic, BusinessLayer.IShopLogic, BusinessLayer.ShopLogic, BusinessLayer.IStoreLogic, BusinessLayer.StoreLogic","https://github.com/06012021-dotnet-uta/GuillermoDelgadoP0","GuillermoDelgadoP0"
"Feature Concentration","Proj0.Dal","Proj0.Dal.Utilities","https://github.com/042020-dotnet-uta/kingsleyOnonachi-repo0","kingsleyOnonachi-repo0"
"Feature Concentration","tianming.day_24.work2","NA","https://github.com/0212kr/JavaWork","JavaWork"
"Feature Concentration","com.hr.oresk.onebudget.database.TABLES","NA","https://github.com/001db001/OneBudget","OneBudget"
"Feature Concentration","(default package)","NA","https://github.com/0212kr/JavaWork","JavaWork"
"Feature Concentration","web.temp","NA","https://github.com/0421mk/java-servlet-project","java-servlet-project"
"Feature Concentration","TofuWarrior.Controllers","TofuWarrior.Controllers.CommentController, TofuWarrior.Controllers.FollowingController, TofuWarrior.Controllers.IngredientsController, TofuWarrior.Controllers.MeasureUnitsController, TofuWarrior.Controllers.RatingController, TofuWarrior.Controllers.RecipeTagsController, TofuWarrior.Controllers.TagController, TofuWarrior.Controllers.UserController, TofuWarrior.Controllers.WeatherForecastController","https://github.com/08162021-dotnet-uta/P2_TheTofuWarriors","P2_TheTofuWarriors"
"Feature Concentration","com.jica.thread","NA","https://github.com/0212kr/JavaWork","JavaWork"
"Feature Concentration","com.revature.models","NA","https://github.com/071921-LTI/mickey-mouse","mickey-mouse"
"Feature Concentration","rajawali","NA","https://github.com/0868307/Project78","Project78"
"Feature Concentration","threaddemo","NA","https://github.com/0212kr/JavaWork","JavaWork"
"Feature Concentration","www.day2.ex","NA","https://github.com/0212kr/JavaWork","JavaWork"
"Feature Concentration","Day_3.ViewModel","Day_3.ViewModel.InfoStaffViewModel, Day_3.ViewModel.InsertProductsViewModel, Day_3.ViewModel.LoginViewModel, Day_3.ViewModel.ProductsViewModel, Day_3.ViewModel.RegisterViewModel, Day_3.ViewModel.StaffViewModel, Day_3.ViewModel.UpdateProductsViewModel","https://github.com/0336328069/ProjectCodeFirstCRUD","ProjectCodeFirstCRUD"
"Feature Concentration","Sanoj.security.zipsigner.optional","NA","https://github.com/00sanoj00/SL_Zip_Signer_V3","SL_Zip_Signer_V3"
"Feature Concentration","com.lti.exceptions","NA","https://github.com/071921-LTI/Andy-Wang","Andy-Wang"
"Feature Concentration","day17","NA","https://github.com/04sohyun/self1","self1"
"Feature Concentration","Proj0","Proj0.MySQLDbConfiguration, Proj0.Startup","https://github.com/042020-dotnet-uta/kingsleyOnonachi-repo0","kingsleyOnonachi-repo0"
"Feature Concentration","com.zero.services","NA","https://github.com/071921-LTI/Christian-Osada","Christian-Osada"
"Feature Concentration","com.lin.jx3_bot.entily","NA","https://github.com/0104lyh/Jx3_Bot","Jx3_Bot"
"Feature Concentration","com.banyuan.javaOop4_DuoTai.src.com.banyuan.cn.demo","NA","https://github.com/0501a/understandjava","understandjava"
"Feature Concentration","com.nick.daos","NA","https://github.com/071921-LTI/Nick_Urban","Nick_Urban"
"Feature Concentration","com.shatteredpixel.shatteredpixeldungeon.items.weapon.enchantments","NA","https://github.com/00-Evan/shattered-pixel-dungeon-gdx","shattered-pixel-dungeon-gdx"
"Feature Concentration","json","NA","https://github.com/0212kr/JavaWork","JavaWork"
"Feature Concentration","www.day3.generic5","NA","https://github.com/0212kr/JavaWork","JavaWork"
"Feature Concentration","DualScreenLibrary","DualScreenLibrary.DelayedActionOnWindow, DualScreenLibrary.MINMAXINFO","https://github.com/01org/DualScreen.Net","DualScreen.Net"
"Feature Concentration","com.check.viewdraghelper.drag","NA","https://github.com/06110902002/Android_UIKit","Android_UIKit"
"Feature Concentration","com.ect.kim.memo","NA","https://github.com/0212kr/JavaWork","JavaWork"
"Feature Concentration","com.shatteredpixel.shatteredpixeldungeon.items.weapon.curses","NA","https://github.com/00-Evan/shattered-pixel-dungeon-gdx","shattered-pixel-dungeon-gdx"
"Feature Concentration","com.cskaoyan.javase.homework.day05","NA","https://github.com/0212kr/JavaWork","JavaWork"
"Feature Concentration","json","NA","https://github.com/0212kr/JavaWork","JavaWork"
"Feature Concentration","com.cskaoyan.javase.homework.day05","NA","https://github.com/0212kr/JavaWork","JavaWork"
"Feature Concentration","com.example.demo.service","NA","https://github.com/000GEV744/Renting-Project","Renting-Project"
"Feature Concentration","com.revature.daos","NA","https://github.com/071921-LTI/Nick_Urban","Nick_Urban"
"Feature Concentration","Day_3.Services","Day_3.Services.IProduct, Day_3.Services.ProductRepository, Day_3.Services.IStaff, Day_3.Services.StaffRepository, Day_3.Services.StaticService","https://github.com/0336328069/ProjectCodeFirstCRUD","ProjectCodeFirstCRUD"
